"LOB","Claim_Number","Claimant_Sequence","Party_Update","Coverage_Code_Detail","Claim_Type","ref_claim_number"
CA,2729189,1,"1st Party",Coll,APD,"2729189-1"
CA,2729189,2,"3rd Party",Prop Damage,AL,"2729189-2"
CA,2729234,1,"1st Party",Comp ,APD,"2729234-1"
CA,2729710,1,"1st Party",Coll,APD,"2729710-1"
CA,2729710,2,"3rd Party",Prop Damage,AL,"2729710-2"
CA,2729710,3,"3rd Party",Prop Damage,AL,"2729710-3"
CA,2729710,4,"3rd Party",Prop Damage,AL,"2729710-4"
CA,2730385,1,"1st Party",Coll,APD,"2730385-1"
CA,2730385,2,"3rd Party",Prop Damage,AL,"2730385-2"
CA,2730385,3,"3rd Party",Prop Damage,AL,"2730385-3"
CA,2730504,1,"3rd Party",Prop Damage,AL,"2730504-1"
CA,2730581,1,"1st Party",Prop Damage,APD,"2730581-1"
CA,2730581,2,"3rd Party",Prop Damage,AL,"2730581-2"
CA,2730602,1,"1st Party",Coll,APD,"2730602-1"
CA,2730602,2,"3rd Party",Prop Damage,AL,"2730602-2"
CA,2730783,1,"1st Party",Coll,APD,"2730783-1"
CA,2730944,1,"1st Party",Prop Damage,APD,"2730944-1"
CA,2730944,2,"3rd Party",Prop Damage,AL,"2730944-2"
CA,2730944,3,"3rd Party",Prop Damage,AL,"2730944-3"
CA,2730944,4,"3rd Party",Prop Damage,AL,"2730944-4"
CA,2730944,5,"3rd Party",Prop Damage,AL,"2730944-5"
CA,2730944,6,"3rd Party",Prop Damage,AL,"2730944-6"
CA,2730944,7,"3rd Party",Prop Damage,AL,"2730944-7"
CA,2730954,1,"1st Party",Prop Damage,APD,"2730954-1"
CA,2730954,2,"3rd Party",Prop Damage,AL,"2730954-2"
CA,2731186,1,"1st Party",Prop Damage,APD,"2731186-1"
CA,2731186,2,"3rd Party",Prop Damage,AL,"2731186-2"
CA,2731711,1,"3rd Party",Prop Damage,AL,"2731711-1"
CA,2731711,2,"1st Party",Coll,APD,"2731711-2"
CA,2731711,3,"3rd Party",Prop Damage,AL,"2731711-3"
CA,2731711,4,"3rd Party",Prop Damage,AL,"2731711-4"
CA,2731727,1,"1st party",Coll,APD,"2731727-1"
CA,2731727,2,"1st Party",Coll,APD,"2731727-2"
CA,2731727,3,"3rd Party",Prop Damage,AL,"2731727-3"
CA,2731727,4,"3rd Party",Prop Damage,AL,"2731727-4"
CA,2732015,1,"1st Party",Comp ,APD,"2732015-1"
CA,2732082,1,"1st Party",Prop Damage,APD,"2732082-1"
CA,2732082,2,"3rd Party",Prop Damage,AL,"2732082-2"
CA,2733093,1,"1st Party",Prop Damage,APD,"2733093-1"
CA,2733093,2,"3rd Party",Prop Damage,AL,"2733093-2"
CA,2733107,1,"1st Party",Med Pay,APD,"2733107-1"
CA,2733169,1,"1st Party",Coll,APD,"2733169-1"
CA,2733169,2,"3rd Party",Prop Damage,AL,"2733169-2"
CA,2733169,3,"3rd Party",Prop Damage,AL,"2733169-3"
CA,2733169,4,"3rd Party",Prop Damage,AL,"2733169-4"
CA,2733169,5,"3rd Party",Prop Damage,AL,"2733169-5"
CA,2733169,6,"3rd Party",Prop Damage,AL,"2733169-6"
CA,2733369,1,"1st Party",Coll,APD,"2733369-1"
CA,2733369,2,"3rd Party",Prop Damage,AL,"2733369-2"
CA,2733705,1,"1st Party",Comp ,APD,"2733705-1"
CA,2733857,1,"1st Party",Prop Damage,APD,"2733857-1"
CA,2733857,2,"3rd Party",Prop Damage,AL,"2733857-2"
CA,2733888,1,"1st Party",Coll,APD,"2733888-1"
CA,2733888,2,"3rd Party",Prop Damage,AL,"2733888-2"
CA,2734470,1,"1st Party",Coll,APD,"2734470-1"
CA,2734470,2,"3rd Party",Prop Damage,AL,"2734470-2"
CA,2734781,1,"1st Party",Prop Damage,APD,"2734781-1"
CA,2734781,2,"3rd Party",Prop Damage,AL,"2734781-2"
CA,2734781,3,"3rd Party",Prop Damage,AL,"2734781-3"
CA,2735281,1,"1st Party",Coll,APD,"2735281-1"
CA,2735673,1,"1st Party",Prop Damage,APD,"2735673-1"
CA,2735673,2,"3rd Party",Prop Damage,AL,"2735673-2"
CA,2735848,1,"1st Party",Coll,APD,"2735848-1"
CA,2735848,2,"3rd Party",Prop Damage,AL,"2735848-2"
CA,2735869,1,"1st Party",Comp ,APD,"2735869-1"
CA,2735930,1,"3rd Party",Comp ,AL,"2735930-1"
CA,2735930,2,"3rd Party",Comp ,AL,"2735930-2"
CA,2735930,3,"1st Party",Med Pay,APD,"2735930-3"
CA,2735936,1,"1st Party",Comp ,APD,"2735936-1"
CA,2736245,1,"1st Party",Coll,APD,"2736245-1"
CA,2736245,2,"3rd Party",Prop Damage,AL,"2736245-2"
CA,2736384,1,"1st Party",Prop Damage,APD,"2736384-1"
CA,2736384,2,"3rd Party",Prop Damage,AL,"2736384-2"
CA,2736729,1,"3rd Party",Prop Damage,AL,"2736729-1"
CA,2736768,1,"3rd Party",Prop Damage,AL,"2736768-1"
CA,2736768,2,"3rd Party",Prop Damage,AL,"2736768-2"
CA,2736933,1,"1st Party",Comp ,APD,"2736933-1"
CA,2737077,1,"1st Party",Coll,APD,"2737077-1"
CA,2737077,2,"3rd Party",Prop Damage,AL,"2737077-2"
CA,2737146,1,"1st Party",Coll,APD,"2737146-1"
CA,2737146,2,"1st Party",Coll,APD,"2737146-2"
CA,2737231,1,"1st Party",Prop Damage,APD,"2737231-1"
CA,2737231,2,"3rd Party",Prop Damage,AL,"2737231-2"
CA,2737231,3,"3rd Party",Prop Damage,AL,"2737231-3"
CA,2737231,4,"3rd Party",Prop Damage,AL,"2737231-4"
CA,2737790,1,"3rd Party",Prop Damage,AL,"2737790-1"
CA,2737790,2,"3rd Party",Prop Damage,AL,"2737790-2"
CA,2737813,1,"1st Party",Coll,APD,"2737813-1"
CA,2737813,2,"3rd Party",Prop Damage,AL,"2737813-2"
CA,2737813,3,"3rd Party",Prop Damage,AL,"2737813-3"
CA,2738145,1,"1st Party",Coll,APD,"2738145-1"
CA,2738145,2,"3rd Party",Prop Damage,AL,"2738145-2"
CA,2738582,1,"1st Party",Coll,APD,"2738582-1"
CA,2738582,2,"3rd Party",Prop Damage,AL,"2738582-2"
CA,2739224,1,"1st Party",Coll,APD,"2739224-1"
CA,2739224,2,"3rd Party",Prop Damage,AL,"2739224-2"
CA,2739863,1,"1st Party",Coll,APD,"2739863-1"
CA,2739863,2,"3rd Party",Prop Damage,AL,"2739863-2"
CA,2740052,1,"1st Party",Coll,APD,"2740052-1"
CA,2740052,2,"3rd Party",Prop Damage,AL,"2740052-2"
CA,2740052,3,"3rd Party",Prop Damage,AL,"2740052-3"
CA,2740052,4,"3rd Party",Prop Damage,AL,"2740052-4"
CA,2740052,5,"3rd Party",Prop Damage,AL,"2740052-5"
CA,2740052,6,"3rd Party",Prop Damage,AL,"2740052-6"
CA,2740052,7,"3rd Party",Prop Damage,AL,"2740052-7"
CA,2740052,8,"3rd Party",Prop Damage,AL,"2740052-8"
CA,2740073,1,"1st Party",Prop Damage,APD,"2740073-1"
CA,2740073,2,"3rd Party",Prop Damage,AL,"2740073-2"
CA,2740147,1,"3rd Party",Prop Damage,AL,"2740147-1"
CA,2740389,1,"1st Party",Coll,APD,"2740389-1"
CA,2740389,2,"3rd Party",Prop Damage,AL,"2740389-2"
CA,2740434,1,"1st Party",Prop Damage,APD,"2740434-1"
CA,2740440,1,"1st Party",Prop Damage,APD,"2740440-1"
CA,2740820,1,"1st Party",Coll,APD,"2740820-1"
CA,2740820,2,"3rd Party",Prop Damage,AL,"2740820-2"
CA,2740894,1,"1st Party",Comp ,APD,"2740894-1"
CA,2741136,1,"3rd Party",Prop Damage,AL,"2741136-1"
CA,2741243,1,"1st Party",Prop Damage,APD,"2741243-1"
CA,2741243,2,"3rd Party",Prop Damage,AL,"2741243-2"
CA,2741243,3,"3rd Party",Prop Damage,AL,"2741243-3"
CA,2741587,1,"1st Party",Comp ,APD,"2741587-1"
CA,2741686,1,"1st Party",Prop Damage,APD,"2741686-1"
CA,2741686,2,"3rd Party",Prop Damage,AL,"2741686-2"
CA,2742431,1,"3rd Party",Prop Damage,AL,"2742431-1"
CA,2742606,1,"3rd Party",Prop Damage,AL,"2742606-1"
CA,2742669,1,"3rd Party",Prop Damage,AL,"2742669-1"
CA,2742693,1,"1st Party",Coll,APD,"2742693-1"
CA,2742693,2,"3rd Party",Prop Damage,AL,"2742693-2"
CA,2742693,3,"3rd Party",Prop Damage,AL,"2742693-3"
CA,2742693,4,"3rd Party",Prop Damage,AL,"2742693-4"
CA,2742802,1,"1st Party",Comp ,APD,"2742802-1"
CA,2742949,1,"3rd Party",Property Damage to 3rd Pty vehicle,AL,"2742949-1"
CA,2743176,1,"1st Party",Prop Damage,APD,"2743176-1"
CA,2743176,2,"3rd Party",Prop Damage,AL,"2743176-2"
CA,2743198,1,"3rd Party",Prop Damage,AL,"2743198-1"
CA,2743515,1,"1st Party",Coll,APD,"2743515-1"
CA,2743515,2,"3rd Party",Prop Damage,AL,"2743515-2"
CA,2744092,1,"1st Party",Prop Damage,APD,"2744092-1"
CA,2744092,2,"3rd Party",Prop Damage,AL,"2744092-2"
CA,2744092,3,"3rd Party",Prop Damage,AL,"2744092-3"
CA,2744288,1,"1st Party",Coll,APD,"2744288-1"
CA,2744288,2,"3rd Party",Prop Damage,AL,"2744288-2"
CA,2744288,3,"1st Party",Med Pay,APD,"2744288-3"
CA,2744288,4,"3rd Party",Prop Damage,AL,"2744288-4"
CA,2744407,1,"1st Party",Prop Damage,APD,"2744407-1"
CA,2744407,2,"3rd Party",Prop Damage,AL,"2744407-2"
CA,2744968,1,"1st Party",Coll,APD,"2744968-1"
CA,2744968,2,"3rd Party",Prop Damage,AL,"2744968-2"
CA,2745150,1,"1st Party",Coll,APD,"2745150-1"
CA,2745150,2,"3rd Party",Prop Damage,AL,"2745150-2"
CA,2745150,3,"3rd Party",Prop Damage,AL,"2745150-3"
CA,2745150,4,"3rd Party",Prop Damage,AL,"2745150-4"
CA,2745151,1,"3rd Party",Prop Damage,AL,"2745151-1"
CA,2745151,2,"3rd Party",PIP,AL,"2745151-2"
CA,2745165,1,"1st Party",Prop Damage,APD,"2745165-1"
CA,2745165,2,"3rd Party",Prop Damage,AL,"2745165-2"
CA,2745245,1,"1st Party",Coll,APD,"2745245-1"
CA,2745245,2,"3rd Party",Prop Damage,AL,"2745245-2"
CA,2745265,1,"1st Party",Coll,APD,"2745265-1"
CA,2769779,2,"3rd Party",Prop Damage,AL,"2769779-2"
CA,2769779,3,"3rd Party",Prop Damage,AL,"2769779-3"
CA,2769806,1,"1st Party",Prop Damage,APD,"2769806-1"
CA,2769806,2,"3rd Party",Prop Damage,AL,"2769806-2"
CA,2770139,1,"1st Party",Coll,APD,"2770139-1"
CA,2770164,1,"1st Party",Coll,APD,"2770164-1"
CA,2770164,2,"3rd Party",Prop Damage,AL,"2770164-2"
CA,2770164,3,"3rd Party",Prop Damage,AL,"2770164-3"
CA,2770264,1,"1st Party",Prop Damage,APD,"2770264-1"
CA,2770264,2,"3rd Party",Prop Damage,AL,"2770264-2"
CA,2770842,1,"1st party",Coll,APD,"2770842-1"
CA,2770891,1,"1st Party",Coll,APD,"2770891-1"
CA,2770891,2,"3rd Party",Prop Damage,AL,"2770891-2"
CA,2770891,3,"3rd Party",Prop Damage,AL,"2770891-3"
CA,2770902,1,"1st Party",Coll,APD,"2770902-1"
CA,2770902,2,"3rd Party",Coll,AL,"2770902-2"
CA,2770902,3,"1st Party",Coll,APD,"2770902-3"
CA,2770972,1,"1st Party",Coll,APD,"2770972-1"
CA,2770972,2,"3rd Party",Prop Damage,AL,"2770972-2"
CA,2770972,3,"3rd Party",Prop Damage,AL,"2770972-3"
CA,2770972,4,"1st Party",Coll,APD,"2770972-4"
CA,2770972,5,"3rd Party",Prop Damage,AL,"2770972-5"
CA,2770973,1,"1st Party",Prop Damage,APD,"2770973-1"
CA,2770973,2,"3rd Party",Prop Damage,AL,"2770973-2"
CA,2771016,1,"1st Party",Comp ,APD,"2771016-1"
CA,2771277,1,"1st Party",Coll,APD,"2771277-1"
CA,2771277,2,"3rd Party",Prop Damage,AL,"2771277-2"
CA,2771350,1,"3rd Party",PIP,AL,"2771350-1"
CA,2771359,1,"3rd Party",Coll,AL,"2771359-1"
CA,2771359,2,"3rd Party",Prop Damage,AL,"2771359-2"
CA,2771612,1,"1st party",Coll,APD,"2771612-1"
CA,2771612,2,"3rd Party",Prop Damage,AL,"2771612-2"
CA,2771612,3,"3rd Party",Prop Damage,AL,"2771612-3"
CA,2771723,1,"3rd Party",Prop Damage,AL,"2771723-1"
CA,2771723,2,"3rd Party",Prop Damage,AL,"2771723-2"
CA,2771723,3,"1st Party",Coll,APD,"2771723-3"
CA,2771723,4,"3rd Party",Prop Damage,AL,"2771723-4"
CA,2771958,1,"1st Party",Comp ,APD,"2771958-1"
CA,2771958,2,"1st Party",Comp ,APD,"2771958-2"
CA,2772097,1,"1st Party",Prop Damage,APD,"2772097-1"
CA,2772097,2,"3rd Party",Prop Damage,AL,"2772097-2"
CA,2772112,1,"1st Party",Prop Damage,APD,"2772112-1"
CA,2772112,2,"3rd Party",Prop Damage,AL,"2772112-2"
CA,2772112,3,"3rd Party",Prop Damage,AL,"2772112-3"
CA,2772198,1,"1st Party",Coll,APD,"2772198-1"
CA,2772207,1,"1st Party",Prop Damage,APD,"2772207-1"
CA,2772207,2,"3rd Party",Prop Damage,AL,"2772207-2"
CA,2772216,1,"1st Party",Coll,APD,"2772216-1"
CA,2772216,2,"3rd Party",Prop Damage,AL,"2772216-2"
CA,2772216,3,"3rd Party",Prop Damage,AL,"2772216-3"
CA,2772421,1,"1st Party",Coll,APD,"2772421-1"
CA,2772566,1,"3rd Party",Prop Damage,AL,"2772566-1"
CA,2772582,1,"3rd Party",Prop Damage,AL,"2772582-1"
CA,2772582,2,"3rd Party",Prop Damage,AL,"2772582-2"
CA,2772582,3,"3rd Party",Prop Damage,AL,"2772582-3"
CA,2772582,4,"3rd Party",Prop Damage,AL,"2772582-4"
CA,2772791,1,"1st Party",Coll,APD,"2772791-1"
CA,2772791,2,"3rd Party",Prop Damage,AL,"2772791-2"
CA,2772791,3,"3rd Party",Prop Damage,AL,"2772791-3"
CA,2772791,4,"3rd Party",Prop Damage,AL,"2772791-4"
CA,2772823,1,"1st Party",Prop Damage,APD,"2772823-1"
CA,2772823,2,"3rd Party",Prop Damage,AL,"2772823-2"
CA,2772823,3,"3rd Party",Prop Damage,AL,"2772823-3"
CA,2772823,4,"3rd Party",Prop Damage,AL,"2772823-4"
CA,2772845,1,"3rd Party",Prop Damage,AL,"2772845-1"
CA,2772967,1,"1st Party",Coll,APD,"2772967-1"
CA,2772967,2,"3rd Party",Coll,AL,"2772967-2"
CA,2773059,1,"1st Party",Coll,APD,"2773059-1"
CA,2773059,2,"3rd Party",Prop Damage,AL,"2773059-2"
CA,2773059,3,"3rd Party",Prop Damage,AL,"2773059-3"
CA,2773059,4,"3rd Party",Prop Damage,AL,"2773059-4"
CA,2773099,1,"1st Party",Comp ,APD,"2773099-1"
CA,2773111,1,"3rd Party",Med Pay,AL,"2773111-1"
CA,2773111,2,"1st Party",Prop Damage,APD,"2773111-2"
CA,2773111,3,"3rd Party",Prop Damage,AL,"2773111-3"
CA,2773263,1,"1st Party",Prop Damage,APD,"2773263-1"
CA,2773263,2,"3rd Party",Prop Damage,AL,"2773263-2"
CA,2773533,1,"1st Party",Coll,APD,"2773533-1"
CA,2773533,2,"3rd Party",Prop Damage,AL,"2773533-2"
CA,2773564,1,"1st Party",Coll,APD,"2773564-1"
CA,2773564,2,"3rd Party",Prop Damage,AL,"2773564-2"
CA,2773564,3,"3rd Party",Prop Damage,AL,"2773564-3"
CA,2774304,1,"1st Party",Prop Damage,APD,"2774304-1"
CA,2774304,2,"3rd Party",Prop Damage,AL,"2774304-2"
CA,2774371,1,"1st Party",Coll,APD,"2774371-1"
CA,2774371,2,"3rd Party",Prop Damage,AL,"2774371-2"
CA,2774412,1,"1st Party",Comp ,APD,"2774412-1"
CA,2774417,1,"1st Party",Prop Damage,APD,"2774417-1"
CA,2774417,2,"3rd Party",Prop Damage,AL,"2774417-2"
CA,2745265,2,"3rd Party",Prop Damage,AL,"2745265-2"
CA,2745265,3,"3rd Party",Prop Damage,AL,"2745265-3"
CA,2745265,4,"3rd Party",Prop Damage,AL,"2745265-4"
CA,2745582,1,"1st Party",Prop Damage,APD,"2745582-1"
CA,2745582,2,"3rd Party",Prop Damage,AL,"2745582-2"
CA,2745765,1,"1st Party",Coll,APD,"2745765-1"
CA,2745765,2,"3rd Party",Prop Damage,AL,"2745765-2"
CA,2745882,1,"1st Party",Comp ,APD,"2745882-1"
CA,2745972,1,"1st Party",Coll,APD,"2745972-1"
CA,2745972,2,"3rd Party",Prop Damage,AL,"2745972-2"
CA,2745972,3,"3rd Party",Prop Damage,AL,"2745972-3"
CA,2746200,1,"3rd Party",Coll,AL,"2746200-1"
CA,2746200,2,"3rd Party",Prop Damage,AL,"2746200-2"
CA,2747047,1,"1st Party",Comp ,APD,"2747047-1"
CA,2747086,1,"1st Party",Coll,APD,"2747086-1"
CA,2747086,2,"3rd Party",Prop Damage,AL,"2747086-2"
CA,2747193,1,"3rd Party",Prop Damage,AL,"2747193-1"
CA,2747308,1,"1st Party",Prop Damage,APD,"2747308-1"
CA,2747308,2,"3rd Party",Prop Damage,AL,"2747308-2"
CA,2747308,3,"3rd Party",Prop Damage,AL,"2747308-3"
CA,2747387,1,"1st Party",Prop Damage,APD,"2747387-1"
CA,2747387,2,"3rd Party",Prop Damage,AL,"2747387-2"
CA,2747394,1,"1st Party",Prop Damage,APD,"2747394-1"
CA,2747394,2,"3rd Party",Prop Damage,AL,"2747394-2"
CA,2747394,3,"3rd Party",Prop Damage,AL,"2747394-3"
CA,2747438,1,"1st Party",Coll,APD,"2747438-1"
CA,2747438,2,"3rd Party",Prop Damage,AL,"2747438-2"
CA,2747438,3,"3rd Party",Coll,AL,"2747438-3"
CA,2747438,4,"3rd Party",Prop Damage,AL,"2747438-4"
CA,2747439,1,"1st Party",Prop Damage,APD,"2747439-1"
CA,2747439,2,"3rd Party",Prop Damage,AL,"2747439-2"
CA,2748098,1,"1st Party",Coll,APD,"2748098-1"
CA,2748098,2,"3rd Party",Prop Damage,AL,"2748098-2"
CA,2748098,3,"3rd Party",Prop Damage,AL,"2748098-3"
CA,2748154,1,"1st Party",Prop Damage,APD,"2748154-1"
CA,2748196,1,"1st Party",Coll,APD,"2748196-1"
CA,2748196,2,"3rd Party",Prop Damage,AL,"2748196-2"
CA,2748425,1,"1st Party",Prop Damage,APD,"2748425-1"
CA,2748425,2,"3rd Party",Prop Damage,AL,"2748425-2"
CA,2748425,3,"3rd Party",Prop Damage,AL,"2748425-3"
CA,2748595,1,"1st Party",Comp ,APD,"2748595-1"
CA,2748800,1,"1st Party",Coll,APD,"2748800-1"
CA,2748800,2,"3rd Party",Prop Damage,AL,"2748800-2"
CA,2748810,1,"1st Party",Comp ,APD,"2748810-1"
CA,2755560,1,"1st Party",Prop Damage,APD,"2755560-1"
CA,2755560,2,"3rd Party",Prop Damage,AL,"2755560-2"
CA,2755560,3,"3rd Party",Prop Damage,AL,"2755560-3"
CA,2755674,1,"1st Party",Prop Damage,APD,"2755674-1"
CA,2755674,2,"3rd Party",Prop Damage,AL,"2755674-2"
CA,2755674,3,"3rd Party",Prop Damage,AL,"2755674-3"
CA,2755759,1,"1st Party",Coll,APD,"2755759-1"
CA,2755759,2,"3rd Party",Prop Damage,AL,"2755759-2"
CA,2755759,3,"3rd Party",Prop Damage,AL,"2755759-3"
CA,2755911,1,"1st Party",Coll,APD,"2755911-1"
CA,2755911,2,"3rd Party",Prop Damage,AL,"2755911-2"
CA,2755911,3,"3rd Party",Prop Damage,AL,"2755911-3"
CA,2755911,4,"3rd Party",Prop Damage,AL,"2755911-4"
CA,2755961,1,"1st Party",Coll,APD,"2755961-1"
CA,2755961,2,"3rd Party",Prop Damage,AL,"2755961-2"
CA,2756354,1,"1st Party",Coll,APD,"2756354-1"
CA,2756354,2,"3rd Party",Prop Damage,AL,"2756354-2"
CA,2756713,1,"1st Party",Coll,APD,"2756713-1"
CA,2756713,2,"3rd Party",Prop Damage,AL,"2756713-2"
CA,2756720,1,"1st Party",Coll,APD,"2756720-1"
CA,2756720,2,"3rd Party",Prop Damage,AL,"2756720-2"
CA,2756901,1,"1st Party",Prop Damage,APD,"2756901-1"
CA,2756901,2,"3rd Party",Prop Damage,AL,"2756901-2"
CA,2757202,1,"3rd Party",Prop Damage,AL,"2757202-1"
CA,2757367,1,"3rd Party",Prop Damage,AL,"2757367-1"
CA,2757756,1,"1st Party",Coll,APD,"2757756-1"
CA,2757756,2,"3rd Party",Prop Damage,AL,"2757756-2"
CA,2757920,1,"1st Party",Coll,APD,"2757920-1"
CA,2757920,2,"3rd Party",Prop Damage,AL,"2757920-2"
CA,2749519,1,"1st Party",Coll,APD,"2749519-1"
CA,2749519,2,"3rd Party",Prop Damage,AL,"2749519-2"
CA,2750117,1,"3rd Party",Prop Damage,AL,"2750117-1"
CA,2750793,1,"1st Party",Prop Damage,APD,"2750793-1"
CA,2750793,2,"3rd Party",Prop Damage,AL,"2750793-2"
CA,2750962,1,"1st Party",Comp ,APD,"2750962-1"
CA,2751107,1,"1st Party",Coll,APD,"2751107-1"
CA,2751440,1,"1st Party",Coll,APD,"2751440-1"
CA,2751990,1,"1st Party",Coll,APD,"2751990-1"
CA,2751990,2,"3rd Party",Prop Damage,AL,"2751990-2"
CA,2752125,1,"3rd Party",Prop Damage,AL,"2752125-1"
CA,2752225,1,"1st Party",Coll,APD,"2752225-1"
CA,2752225,2,"3rd Party",Prop Damage,AL,"2752225-2"
CA,2752228,1,"3rd Party",Prop Damage,AL,"2752228-1"
CA,2752407,1,"3rd Party",Prop Damage,AL,"2752407-1"
CA,2752483,1,"3rd Party",Coll,AL,"2752483-1"
CA,2752483,2,"3rd Party",Prop Damage,AL,"2752483-2"
CA,2752483,3,"3rd Party",Prop Damage,AL,"2752483-3"
CA,2752591,1,"1st Party",Coll,APD,"2752591-1"
CA,2752591,2,"3rd Party",Prop Damage,AL,"2752591-2"
CA,2752685,1,"1st Party",Coll,APD,"2752685-1"
CA,2752685,2,"3rd Party",Prop Damage,AL,"2752685-2"
CA,2752685,3,"3rd Party",Prop Damage,AL,"2752685-3"
CA,2752861,1,"1st Party",Comp ,APD,"2752861-1"
CA,2753083,1,"1st Party",Prop Damage,APD,"2753083-1"
CA,2753083,2,"3rd Party",Prop Damage,AL,"2753083-2"
CA,2753373,1,"1st Party",Prop Damage,APD,"2753373-1"
CA,2753373,2,"3rd Party",Prop Damage,AL,"2753373-2"
CA,2753939,1,"3rd Party",Prop Damage,AL,"2753939-1"
CA,2753939,2,"3rd Party",Prop Damage,AL,"2753939-2"
CA,2753996,1,"1st Party",Coll,APD,"2753996-1"
CA,2753996,2,"3rd Party",Prop Damage,AL,"2753996-2"
CA,2754027,1,"1st Party",Coll,APD,"2754027-1"
CA,2754027,2,"3rd Party",Prop Damage,AL,"2754027-2"
CA,2754027,3,"3rd Party",Prop Damage,AL,"2754027-3"
CA,2754300,1,"1st Party",Coll,APD,"2754300-1"
CA,2754300,2,"3rd Party",Prop Damage,AL,"2754300-2"
CA,2754394,1,"1st Party",Coll,APD,"2754394-1"
CA,2754394,2,"3rd Party",Prop Damage,AL,"2754394-2"
CA,2754841,1,"1st Party",Comp ,APD,"2754841-1"
CA,2754841,2,"3rd Party",Comp ,AL,"2754841-2"
CA,2754897,1,"1st Party",Prop Damage,APD,"2754897-1"
CA,2754897,2,"3rd Party",Prop Damage,AL,"2754897-2"
CA,2755407,1,"1st Party",Coll,APD,"2755407-1"
CA,2755411,1,"1st Party",Comp ,APD,"2755411-1"
CA,2755420,1,"3rd Party",Prop Damage,AL,"2755420-1"
CA,2758059,1,"1st Party",Prop Damage,APD,"2758059-1"
CA,2758059,2,"1st Party",Prop Damage,APD,"2758059-2"
CA,2758152,1,"3rd Party",Comp ,AL,"2758152-1"
CA,2758266,1,"1st Party",Coll,APD,"2758266-1"
CA,2758266,2,"3rd Party",Coll,AL,"2758266-2"
CA,2758442,1,"1st Party",Coll,APD,"2758442-1"
CA,2758442,2,"3rd Party",Prop Damage,AL,"2758442-2"
CA,2758869,1,"1st Party",Coll,APD,"2758869-1"
CA,2758869,2,"3rd Party",Prop Damage,AL,"2758869-2"
CA,2758869,3,"3rd Party",Prop Damage,AL,"2758869-3"
CA,2758707,1,"3rd Party",Prop Damage,AL,"2758707-1"
CA,2758755,1,"3rd Party",Prop Damage,AL,"2758755-1"
CA,2758755,2,"3rd Party",Prop Damage,AL,"2758755-2"
CA,2758878,1,"1st Party",Coll,APD,"2758878-1"
CA,2758878,2,"3rd Party",Prop Damage,AL,"2758878-2"
CA,2759040,1,"1st Party",Comp ,APD,"2759040-1"
CA,2759253,1,"1st Party",Coll,APD,"2759253-1"
CA,2759253,2,"3rd Party",Prop Damage,AL,"2759253-2"
CA,2759253,3,"3rd Party",Prop Damage,AL,"2759253-3"
CA,2759253,4,"3rd Party",Prop Damage,AL,"2759253-4"
CA,2759342,1,"1st Party",Coll,APD,"2759342-1"
CA,2759342,2,"3rd Party",PIP,AL,"2759342-2"
CA,2759342,3,"3rd Party",PIP,AL,"2759342-3"
CA,2759342,4,"3rd Party",Prop Damage,AL,"2759342-4"
CA,2759342,5,"3rd Party",Prop Damage,AL,"2759342-5"
CA,2759342,6,"3rd Party",Supplementary Uninsured/Under-Insured Motorists,AL,"2759342-6"
CA,2759342,7,"3rd Party",Prop Damage,AL,"2759342-7"
CA,2759342,8,"3rd Party",Prop Damage,AL,"2759342-8"
CA,2759775,1,"1st Party",Coll,APD,"2759775-1"
CA,2759775,2,"3rd Party",Prop Damage,AL,"2759775-2"
CA,2759915,1,"3rd Party",Prop Damage,AL,"2759915-1"
CA,2759945,1,"3rd Party",Prop Damage,AL,"2759945-1"
CA,2760074,1,"3rd Party",Prop Damage,AL,"2760074-1"
CA,2760074,2,"1st Party",Coll,APD,"2760074-2"
CA,2760074,3,"3rd Party",Prop Damage,AL,"2760074-3"
CA,2760114,1,"1st Party",Comp ,APD,"2760114-1"
CA,2760143,1,"1st Party",Coll,APD,"2760143-1"
CA,2760143,2,"1st Party",Prop Damage,APD,"2760143-2"
CA,2760257,1,"1st Party",Prop Damage,APD,"2760257-1"
CA,2760257,2,"3rd Party",Prop Damage,AL,"2760257-2"
CA,2760393,1,"1st Party",Coll,APD,"2760393-1"
CA,2760393,2,"3rd Party",Prop Damage,AL,"2760393-2"
CA,2760507,1,"1st party",Coll,APD,"2760507-1"
CA,2760507,2,"3rd Party",Coll,AL,"2760507-2"
CA,2760548,1,"1st Party",Comp ,APD,"2760548-1"
CA,2760566,1,"1st Party",Coll,APD,"2760566-1"
CA,2760817,1,"1st Party",Comp ,APD,"2760817-1"
CA,2760817,2,"1st Party",Comp ,APD,"2760817-2"
CA,2760817,3,"1st Party",Comp ,APD,"2760817-3"
CA,2760817,4,"1st Party",Comp ,APD,"2760817-4"
CA,2760817,5,"1st Party",Comp ,APD,"2760817-5"
CA,2760817,6,"1st Party",Comp ,APD,"2760817-6"
CA,2760817,7,"1st Party",Comp ,APD,"2760817-7"
CA,2760817,8,"1st Party",Comp ,APD,"2760817-8"
CA,2760906,1,"1st Party",Coll,APD,"2760906-1"
CA,2760906,2,"3rd Party",Prop Damage,AL,"2760906-2"
CA,2760923,1,"1st Party",Comp ,APD,"2760923-1"
CA,2761492,1,"1st party",Coll,APD,"2761492-1"
CA,2761492,2,"3rd Party",Prop Damage,AL,"2761492-2"
